rank,lead_id,name,minfile,primary_metal,metals_abbr,commodity,status,deposit_open,hard_to_stake,nearest_community,community_type,community_km,deposit_size,grade_str,tonnes_str,resource_cat,drill_highlights,exploration_spend,exploration_spend_str,n_reports,last_work_year,operators,basis,encumbrances,core_cell,n_cells,cells_area_ha,score,grade_conf,production,last_prod_year,lat,lon,cell_ids,minfile_url,capsule
11,L0011,MHY Ap (Gravi),1,Nickel,Ni-Cu-Pt-Co,"Nickel, Copper, Platinum, Cobalt",Prospect,True,False,,,,no tonnage on record,"Cu 5.57%, Ni 1.15%, Co 0.15%, Pt 0.15 g/t",,,drill-tested,0.0,,0,,,Prospect (Ni-Cu-Pt-Co). Deposit itself unclaimed.,,-10252_11093,13,325.0,55,0.8,,,49.82919,-70.58076,-10254_11093;-10253_11092;-10253_11093;-10253_11094;-10252_11091;-10252_11092;-10252_11093;-10252_11094;-10252_11095;-10251_11092;-10251_11093;-10251_11094;-10250_11093,https://sigeom.mines.gouv.qc.ca/signet/classes/I1102_afchDetlLien?l=f&entt=I0001_corpsMineralise&noSeqnEntt=1337,"Le GM 58815 et le GM 60730 contiennent également des forages à teneurs indicielles. L'horizon de sulfures massifs renferme 80% de pyrrhotite grossière, 2 à 3% de chalcopyrite, des traces de pyrite et 10% de fragments de roches (plagioclase et olivine ou pyroxène).  De la pyrrhotite et de la chalcopyrite (traces) sont aussi observées en disséminations, veinules et amas décimétriques dans un dyke de mélanorite et dans le gabbro.  Découvert en 2000 par sondage sur des anomalies géophysiques.
"
12,L0012,MHY Nord,1,Platinum,Pt-Co-Cu-Ni,"Platinum, Cobalt, Copper, Nickel, Palladium, Egp",Prospect,True,False,,,,no tonnage on record,"Cu 4.34%, Co 0.564%, Ni 1.2%, Pt 0.84 g/t, Pd 0.11 g/t",,,drill-tested,0.0,,0,,,Prospect (Pt-Co-Cu-Ni). Deposit itself unclaimed.,,-10252_11095,13,325.0,55,0.8,,,49.83681,-70.57878,-10254_11095;-10253_11094;-10253_11095;-10253_11096;-10252_11093;-10252_11094;-10252_11095;-10252_11096;-10252_11097;-10251_11094;-10251_11095;-10251_11096;-10250_11095,https://sigeom.mines.gouv.qc.ca/signet/classes/I1102_afchDetlLien?l=f&entt=I0001_corpsMineralise&noSeqnEntt=1336,"GM 60730 : Le forage 1279-03-40 a rapporté 0,8 % Cu sur 10,25 m incluant 2,75 % Cu sur 1,5 m. Le GM 58815 a également rapporté des teneurs indicielles de Ni-Cu-Co. Les horizons de sulfures massifs sont dominés par de la pyrrhotite (75 à 95%) avec des quantités moindres de chalcopyrite (traces à 5%) et de pyrite (jusqu'à 5%). On retrouve moins de 15 à 20% de fragments de roche. Les gneiss sont faiblement minéral isés à 5% de pyrrhotite et traces de chalcopyrite. Les leucogabbro renferme localement jusqu'à 30% de magnétite, des traces à 10% d'ilménite, de 3 à 20% de pyrrhotite, jusqu'à 10% de pyrite, jusqu'à 15% d'apatite et 1% de chalcopyrite.  Découvert en 2000 par sondage sur des anomalies géophysiques."
13,L0013,Abbott Corners  (Frelisghburg Copper),1,Copper,Cu-Ag,"Copper, Silver",Prospect,True,False,,,,no tonnage on record,"Cu 4.1%, Ag 18.00 g/t",,,drill-tested,0.0,,0,,,Prospect (Cu-Ag). Deposit itself unclaimed.,,-10571_10026,13,325.0,55,0.8,,,45.03676,-72.77243,-10573_10026;-10572_10025;-10572_10026;-10572_10027;-10571_10024;-10571_10025;-10571_10026;-10571_10027;-10571_10028;-10570_10025;-10570_10026;-10570_10027;-10569_10026,https://sigeom.mines.gouv.qc.ca/signet/classes/I1102_afchDetlLien?l=f&entt=I0001_corpsMineralise&noSeqnEntt=1269,"Teneurs : 18,00 g/t Ag et 4,10 % Cu sur 0,6 m (sondage).   

GM 61354 : à environ 100 mètres au NE du coin SW du lot 124, l'échantillonnage effectué dans une petite galerie a révélé 0,4 % Cu sur 2,28 m, 0,59 % Cu sur 2,38 m, 0,33 % Cu sur 1,82 m. La minéralisation en bornite, chalcopyrite, malachite, chalcosine, azurite et un minéral d'argent est disséminée.  Affleurement découvert par prospection. En 1849, Logan mentionne ce secteur minéralisé (DP 341)."
14,L0014,Zone Nicholson (Puits Racicot),1,Lead,Pb-Met-Zn-Au,"Lead, Cadmium, Zinc, Gold, Copper, Silver",Prospect,True,False,,,,no tonnage on record,"Au 18.17 g/t, Zn 30.4%, Cu 0.47%, Ag 21.10 g/t, Pb 0.6%",,,drill-tested,0.0,,0,,,Prospect (Pb-Met-Zn-Au). Deposit itself unclaimed.,,-10504_10085,13,325.0,55,0.8,,,45.29835,-72.31643,-10506_10085;-10505_10084;-10505_10085;-10505_10086;-10504_10083;-10504_10084;-10504_10085;-10504_10086;-10504_10087;-10503_10084;-10503_10085;-10503_10086;-10502_10085,https://sigeom.mines.gouv.qc.ca/signet/classes/I1102_afchDetlLien?l=f&entt=I0001_corpsMineralise&noSeqnEntt=2288,"Teneurs: 15 g/t Au, 29 g/t Ag, 2 % Zn et des traces de Cu et Pb (échantillon choisi, de surface, GM 47795); 30,4 % Zn, 2,6 g/t Au, 21,1 g/t Ag (échantillon choisi, Gauthier et al (1985), rapporté dans GM 47795);18,2 g/t Au,13,7 g/t  Ag, 9,62 % Zn, 0,47 % Cu, 0,60 % Pb et 0,15 % Cd sur 1,5 m (sondage T-8, GM 15931);  5,10 g/t Au, 227,10 g/t Ag et 19,79 % Cu (puits). La minéralisation est composée essentiellement de sphalérite (jusqu'à 80 %) avec de la pyrite et pyrrhotite. Elle est massive à disséminée (GM 47795). De la chalcopyrite, chalcocite, or, minerai d'argent et galène (?) sont aussi mentionnés.  Affleurement découvert par prospection avant 1912 (?). Le GM 45477 mentionne que la découverte s'est plutôt faite en 1964, lors du dynamitage le long de la route au sud d'Eastman."
15,L0015,Verreault,1,Copper,Cu,Copper,Prospect,True,False,,,,no tonnage on record,Cu 4.78%,,,drill-tested,0.0,,0,,,Prospect (Cu). Deposit itself unclaimed.,,-11378_10846,13,325.0,55,0.8,,,48.71945,-78.33144,-11380_10846;-11379_10845;-11379_10846;-11379_10847;-11378_10844;-11378_10845;-11378_10846;-11378_10847;-11378_10848;-11377_10845;-11377_10846;-11377_10847;-11376_10846,https://sigeom.mines.gouv.qc.ca/signet/classes/I1102_afchDetlLien?l=f&entt=I0001_corpsMineralise&noSeqnEntt=2220,"Les sondages ont retourné les valeurs suivantes: BE-87-02: 0.83% Cu sur 1.5 m (GM 47199) 100939-82-1: 4.78% Cu sur 0.59 m (GM 39900) La minéralisation consiste principalement en disséminations de chalcopyrite parfois associées avec de la malachite et de la pyrite. La pyrrhotine est associée à la pyrite dans certaines des veinules recoupant les tufs felsiques. La sphalérite est très fine et associée a la pyrite (2-3%) dans les plans de schistosité avec la calcite, l'hématite et le quartz.  Gîte découvert par forage d'une anomalie de polarisation provoquée en 1982."
16,L0016,St-Nazaire,1,Copper,Cu-Zn-Ag,"Copper, Zinc, Silver",Prospect,True,False,,,,no tonnage on record,"Cu 3.3%, Zn 2.4%, Ag 23.27 g/t",,,drill-tested,0.0,,0,,,Prospect (Cu-Zn-Ag). Deposit itself unclaimed.,,-11366_10843,13,325.0,55,0.8,,,48.70382,-78.25041,-11368_10843;-11367_10842;-11367_10843;-11367_10844;-11366_10841;-11366_10842;-11366_10843;-11366_10844;-11366_10845;-11365_10842;-11365_10843;-11365_10844;-11364_10843,https://sigeom.mines.gouv.qc.ca/signet/classes/I1102_afchDetlLien?l=f&entt=I0001_corpsMineralise&noSeqnEntt=2229,"Les sondages ont retourné les intersections suivantes (GM 46725, GM 54322): FD 87-12: 0.83% Cu + 0.15% Zn + 6.16 g/t Ag sur 21.3 m incluant 3.3% Cu + 0.6% Zn + 23.27 g/t Ag sur 1.5 m FD 87-15: 0.2% Cu + 2.4% Zn + 20 g/t Ag sur 2.0 m BH86942-0: 0.699%  Cu sur 0.9 m La minéralisation consiste en 4% à 8% de stringers accompagnés de disséminations de pyrite, de chalcopyrite et de sphalérite.  L'indice a été découvert en 1987 par forage d'un axe de polarisation provoquée."
17,L0017,Claims Paradis,1,Gold,Au-Cu-Ag,"Gold, Copper, Silver",Prospect,True,False,,,,no tonnage on record,"Au 2.07 g/t, Cu 1.41%, Ag 11.20 g/t",,,drill-tested,0.0,,0,,,Prospect (Au-Cu-Ag). Deposit itself unclaimed.,,-11351_10815,9,225.0,55,0.8,,,48.57696,-78.14164,-11351_10813;-11351_10814;-11351_10815;-11351_10816;-11351_10817;-11350_10814;-11350_10815;-11350_10816;-11349_10815,https://sigeom.mines.gouv.qc.ca/signet/classes/I1102_afchDetlLien?l=f&entt=I0001_corpsMineralise&noSeqnEntt=2214,"Un échantillon en rainure a retourné une teneur de 0,14 g/t Au et 1,41 % Cu. Les sondages ont retourné les valeurs suivantes : 6,0 g/t Ag sur 1,12 m (94-01); 2,07 g/t Au, 11,2 g/t Ag, 0,86 % Cu sur 0,46 m et 1,24 g/t Au, 11,0 g/t Ag, 1,08 % Cu sur 0,60 m (94-02). La minéralisation consiste en disséminations de chalcopyrite et de pyrite dans des veines de quartz. On note aussi des traces de malachite et d'azurite.  Gîte découvert en 1924(?) par prospection."
18,L0018,Rambo,1,Gold,Au,Gold,Prospect,True,False,,,,no tonnage on record,Au 7.60 g/t,,,drill-tested,0.0,,0,,,Prospect (Au). Deposit itself unclaimed.,,-11523_11117,13,325.0,55,0.8,,,49.93645,-79.3269,-11525_11117;-11524_11116;-11524_11117;-11524_11118;-11523_11115;-11523_11116;-11523_11117;-11523_11118;-11523_11119;-11522_11116;-11522_11117;-11522_11118;-11521_11117,https://sigeom.mines.gouv.qc.ca/signet/classes/I1102_afchDetlLien?l=f&entt=I0001_corpsMineralise&noSeqnEntt=3919,"L'intervalle à 1,22 g/t Au sur 20,1 m, incluant 6,3 g/t Au sur 2,7 m et 9,26 g/t Au sur 0,90 m, dans le forage TU-86-1 correspond à la découverte. La teneur à 7,6 g/t Au sur 0,6 m du forage TU-86-6 a été obtenue par la méthode de l'or grossier (metallic sieve). Plusieurs autres intervalles indiciels et anomaux en or dans les forages du GM 45607 et GM 48553. La minéralisation est composée de pyrite et d'arsénopyrite disséminées le long de zones de cisaillement graphiteuses et dans des veines de quartz-carbonates recoupant le grauwacke et l'argilite. Les volcanites altérées contenant de petites quantités de sulfures ne sont pas aurifères. La minéralisation est également associée à des lentilles de pyrite massive (rapporté dans GM 69487).  Minéralisation découverte par le forage TU-86-1 réalisé en 1986 qui visait une anomalie PP."
19,L0019,Zone Lynx,1,Gold,Au,Gold,Prospect,True,False,,,,no tonnage on record,Au 7.78 g/t,,,drill-tested,0.0,,0,,,Prospect (Au). Deposit itself unclaimed.,,-11527_11118,13,325.0,55,0.8,,,49.93762,-79.3579,-11529_11118;-11528_11117;-11528_11118;-11528_11119;-11527_11116;-11527_11117;-11527_11118;-11527_11119;-11527_11120;-11526_11117;-11526_11118;-11526_11119;-11525_11118,https://sigeom.mines.gouv.qc.ca/signet/classes/I1102_afchDetlLien?l=f&entt=I0001_corpsMineralise&noSeqnEntt=3915,"Quelques teneurs additionnelles de la zone : 

GM 54298 : 2,59 g/t Au sur 0,50 m et 16,11 g/t Au sur 0,60 m (MS96-31) et 6,96 g/t Au sur 0,60 m (MS96-32).

GM 52084 : 3,32 g/t Au sur 5,65 m (LX-93-15) et 4,81 g/t Au sur 13,34 m incluant 29,14 g/t Au sur 0,69 m et 101,27 g/t Au sur 0,29 m (LX-93-12).

GM 46540 : 1,03 g/t Au sur 4,65 m (MS-87-06, intervalle de la découverte).   

GM 70057 : 1,27 g/t Au sur 0,5 m (DTE-16-18). GM 54298 : 1-5 % de pyrite et/ou arsénopyrite disséminées ou en veinules de quartz-carbonate-tourmaline-albite. Ces veinules contiennent parfois des amas de chalcopyrite, et rarement de la pyrrhotite, de la sphalérite et/ou de la sidérite, ainsi que de l'or libre. Rares veinules de pyrite massive en tension qui semblent tardives ou postérieures à celles qui sont bréchifiées ou laminées. Ancien descriptif : La zone de cisaillement à séricite-ankérite contient de 1 à 3 % de pyrite et d'arsénopyrite disséminée. Cette zone est recoupée par 1 à 3 % et localement jusqu'à 10 % de veines de quartz minéralisées contenant un peu d'ankérite et d'albite. Deux types d'association minérale : les veines riches en pyrite et arsénopyrite et les veines riches en chalcopyrite et sphalérite avec localement de l'or visible.  Zone minéralisée découverte par sondage en 1987."
20,L0020,Clinton E,1,Zinc,Zn-Cu-Ag,"Zinc, Copper, Silver",Prospect,True,False,,,,no tonnage on record,"Cu 3.2%, Zn 2.8%, Ag 20.57 g/t",,,drill-tested,0.0,,0,,,Prospect (Zn-Cu-Ag). Deposit itself unclaimed.,,-10302_10112,13,325.0,55,0.8,,,45.42257,-70.92541,-10304_10112;-10303_10111;-10303_10112;-10303_10113;-10302_10110;-10302_10111;-10302_10112;-10302_10113;-10302_10114;-10301_10111;-10301_10112;-10301_10113;-10300_10112,https://sigeom.mines.gouv.qc.ca/signet/classes/I1102_afchDetlLien?l=f&entt=I0001_corpsMineralise&noSeqnEntt=1096,"Teneurs : Sondages (GM 11644) : E-1 : 1,4 % Cu sur 3 m ; Sondage (GM 24253) : E-5 : 3,2 % Cu et 12,3 g/t Ag sur 3,6 m ; Sondage (GM 25896) : E-8 : 1,7 % Cu et 1,8 % Zn sur 2,8 m ; E-9 : 1,76 % Cu, 2,8 % Zn et 13,4 g/t Ag sur 2,6 m ; E-10 : 1, 3 % Cu, 2,3 % Zn et 20,57 g/t Ag sur 0,6 m ; E-11 : 1,1 % Cu et 4,5 g/t Ag sur 1,5 m ; E-12 : 1,8 % Cu sur 0,8 m ; E-15 : 1 % Cu sur 4 m.   

GM 66477 : parmi les résultats obtenus en 2011 on observe 0,15 % cuivre sur 3 m (CL-2011-11),  2,21 % cuivre et 0,48 % zinc sur 0.7 m (CL-2011-12).

GM 73855 : Quelques intervalles avec des teneurs anomales dans les forages CCLD-23-10 à 12. La paragenèse des sulfures massifs varie peu d'une zone minéralisée Clinton à l'autre.  Elle est caractérisée par l'association pyrite-chalcopyrite-sphalérite ± galène avec des proportions accessoires de bornite, de pyrrhotite et de tétraédrite. La pyrite est la phase nettement dominante (65 à 80 % des sulfures). Elle se présente généralement en cristaux idiomorphes à arrondis cimentés par la chalcopyrite, la sphalérite et accessoirement la galène ou la bornite. Pyrrhotite, galène et tétraédrite sont communément en inclusion dans la pyrite ou la chalcopyrite. La gangue est composée de séricite, de quartz et de barite.  Zone minéralisée sans affleurement découverte en 1960 par géophysique."
21,L0021,Mine Clinton O,1,Lead,Pb-Au-Ag-Zn,"Lead, Gold, Silver, Zinc, Copper",Past Producer,True,False,,,,122 kt,"Cu 16.9%, Zn 12.3%, Ag 113.90 g/t, Au 1.22 g/t, Pb 4.53%",122 kt,,drill-tested,0.0,,0,,,Past Producer (Pb-Au-Ag-Zn). Deposit itself unclaimed.,,-10302_10113,13,325.0,55,0.8,Produced 1973–1975: 122 kt,1975.0,45.42731,-70.92611,-10304_10113;-10303_10112;-10303_10113;-10303_10114;-10302_10111;-10302_10112;-10302_10113;-10302_10114;-10302_10115;-10301_10112;-10301_10113;-10301_10114;-10300_10113,https://sigeom.mines.gouv.qc.ca/signet/classes/I1102_afchDetlLien?l=f&entt=I0001_corpsMineralise&noSeqnEntt=1095,"TENEURS -Échantillons choisis (GM 29637 et DP-613) : 2,46% Cu et 2,4% Zn ; 2,41% Cu, 1,84% Zn et 24 g/t Ag ; -Forages (GM 24253) : 12,3% Zn sur 0,4 m ; 1,22 g/t Au sur 1 m ; O-1 : 9% Zn, 3,8% Cu et 58,2 g/t Ag sur 4 m ; O-2 : 4,5% Cu et 2,7% Zn sur 1 ,4 m ; -Forages (GM 25896) : 16,9% Cu sur 0,6 m ; 4,53% Pb sur 1,8 m ; 113,9 g/t Ag sur 88 cm ;  O-3 : 7,7 g/t Ag sur 1,5 m et 3,4% Cu sur 0,5 m ; O-4 : 4,1% Cu et 5,3% Zn sur 6,1 m ; O-6 : 4,5% Cu et 1,2% Zn sur 5,5 m ; O-7 : 2,8% Zn et 7,4 g/t Ag s ur 3,7 m ; O-8 : 1,6% Cu et 10,7 g/t Ag sur 3 m ; O-9 : 1,9% Cu sur 5,8 m et 1% Zn sur 15,8 m ; O-10 : 2,5% Cu et 1,2% Zn sur 6,5 m ; O-11 : 1,7% Cu et 6,5% Zn sur 2,8 m ; O-13 : 1,2% Cu sur 4,8 m et 5,8 g/t Ag sur 1,7 m ; O-14 : 6,6 g/t Ag sur 4,2 m  ; O-16 : 52,9 g/t Ag sur 0,6 m ; O-20 : 3% Zn sur 1,5 m ; -Forage (GM 24533) :  O-5 : 1,4% Cu et 10,8% Zn sur 0,7 m ; -Échantillon choisi (MB 87-39) :  #3 : 5% Cu, 3% Zn, 0,2% Pb, 520 ppb Au et 75 g/t Ag ;    Trois types de minéralisation sont observés : 1) stockwerk de quartz, carbonate, sulfures recoupant une masse volcanique felsique brèchifiée ; 2) dissémination de sulfures dans les schistes sous-jacents à l'horizon de sulfures massifs ; 3) horizon à  lentilles de sulfures massifs.  La minéralisation en stockwerk dans les volcanites alcalines ne constitue qu'environ 5% de l'ensemble de la roche.  La pyrite domine largement sur les autres sulfures (chalcopyrite, sphalérite et galène).  La minérlis ation disséminée consiste en 5 à 20%"
22,L0022,Clinton F,1,Zinc,Zn-Cu-Pb-Ag,"Zinc, Copper, Lead, Silver",Prospect,True,False,,,,no tonnage on record,"Cu 8.7%, Zn 9.4%, Ag 26.10 g/t, Pb 0.54%",,,drill-tested,0.0,,0,,,Prospect (Zn-Cu-Pb-Ag). Deposit itself unclaimed.,,-10304_10108,13,325.0,55,0.8,,,45.40513,-70.9376,-10306_10108;-10305_10107;-10305_10108;-10305_10109;-10304_10106;-10304_10107;-10304_10108;-10304_10109;-10304_10110;-10303_10107;-10303_10108;-10303_10109;-10302_10108,https://sigeom.mines.gouv.qc.ca/signet/classes/I1102_afchDetlLien?l=f&entt=I0001_corpsMineralise&noSeqnEntt=1094,"Teneurs : Sondages (GM 11644) : F-1 : 7,2 % Cu sur 1,7 m ; F-2 : 7,8 % Cu sur 0,7 m ; F-3 : 2,8 % Cu sur 1,4 m ; F-5 : 8,7 % Cu sur 0,4 m ; Sondages (GM 12610) :  F-6 : 3,9 % Cu et 5,3 % Zn sur 1,1 m ; F-9 : 3,3 % Cu sur 2,2 m ; F-10 : 3 % Cu sur 2,2 m ; F-11  : 2,3 % Cu sur 3,1 m ; F-12 : 2,3 % Cu sur 1,7 m ; F-15 : 4,8 % Cu sur 1,2 m ; F-16 : 2,13 % Cu sur 1,4 m ; F-17 : 2,7 % Cu sur 2,4 m ; F-18 : 2,9 % Cu sur 1,5 m ; F-22 : 3,1 % Cu sur 0,5 m ; F-23 : 2,4 % Cu et 4,35 % Zn sur 6 m ; Sondages (GM 26277) : F-28 : 5 % Cu et 9,4 % Zn sur 1,8 m ; F-30 : 2,21 % Cu, 2,88 % Zn sur 1,8 m ; F-33 : 2 % Cu, 2,28 % Zn, 0,54 % Pb et 26,1 g/t Ag sur 1,75 m ; Sondages (GM 26616) : F-37 : 1,9 % Cu sur 4,8 m ; F-38 : 3,7 % Cu et 2,8 % Zn sur 1,5 m. La paragenèse des sulfures massifs varie peu d'une zone minéralisée Clinton à l'autre.  Elle est caractérisée par l'association pyrite-chalcopyrite-sphalérite ± galène avec des proportions accessoires de bornite, de pyrrhotite et de tétraédrite. La pyrite est la phase nettement dominante (65 à 80 % des sulfures). Elle se présente généralement en cristaux idiomorphes à arrondis cimentés par la chalcopyrite, la sphalérite et accessoirement la galène ou la bornite. Pyrrhotite, galène et tétraédrite sont communément en inclusion dans la pyrite ou la chalcopyrite.  La zone minéralisée a été découverte par sondages en 1960 à la suite de travaux de géophysique au sol (Turam et magnétométrie)."
23,L0023,Clinton A,1,Gold,Au-Pb-Zn-Cu,"Gold, Lead, Zinc, Copper, Silver",Prospect,True,False,,,,no tonnage on record,"Au 8.24 g/t, Cu 6.63%, Zn 17.1%, Ag 44.20 g/t, Pb 0.53%",,,drill-tested,0.0,,0,,,Prospect (Au-Pb-Zn-Cu). Deposit itself unclaimed.,,-10300_10120,13,325.0,55,0.8,,,45.45582,-70.90786,-10302_10120;-10301_10119;-10301_10120;-10301_10121;-10300_10118;-10300_10119;-10300_10120;-10300_10121;-10300_10122;-10299_10119;-10299_10120;-10299_10121;-10298_10120,https://sigeom.mines.gouv.qc.ca/signet/classes/I1102_afchDetlLien?l=f&entt=I0001_corpsMineralise&noSeqnEntt=1090,"Teneurs : Échantillons choisis (GM 15283) : 1 : 0,84% Cu et 9,95 g/t Ag ; 2 : 0,78% Cu et 4,8 g/t Ag ; Forages (GM 10737-B) :  A-10 : 2,5% Cu sur 1,7 m ; A-11 : 2,2% Cu sur 1,6 m ; A-12 : 3,7% Cu sur 1,9 m ; A-13 : 2,3% Cu sur 2,7 m ; Forages (GM  25896) : A-18 : 2,3% Cu et 2,8% Zn sur 4 m ; A-19 : 1,1% Cu et 10 g/t Ag sur 4,8 m ; A-26 : 3,4% Cu et 6,6% Zn sur 2,2 m ; A-27 : 2,8% Cu et 5,4% Zn sur 2,4 m ; A-30 : 2,2% Cu et 3,4% Zn sur 1,2 m ; A-31 : 3,2% Cu et 1,6% zn sur 4 m ; A-37 : 1,8% Cu  et 3,3% Zn sur 8,1 m dont 6% Cu, 0,53% Pb, 17,1% Zn, 8,24 g/t Au et 44,2 g/t Ag sur 0,7 m ; Échantillon choisi (MB 87-39) : 2 : 5200 ppm Cu, 17200 ppm Zn, 2800 ppm Pb, 150 ppb Au et 12 g/t Ag ; Forage (GM 53389) : B-95-11 (430 m au SW) : 14294 pp m Cu, 11304 ppm Zn, 2319 ppm Pb, 12,1 g/t Ag et 148 ppb Au (10996) sur 1,8 m à 1034,8 m ; 2605 ppm Cu, 1920 ppm Zn, 324 ppm Pb et 1,2 g/t Ag (10997) sur 1,1 m à 1036,6 m ; Forages (GM 54089) : B-96-12 (390 m au SW) : 1,14% Cu, 1,89% Zn, 0,37% Pb,  21,2 g/t Ag et 245 ppb Au sur 0,8 m à 263 m ; 0,84% Cu, 2,3% Zn, 0,46% Pb et 16,3 g/t Ag sur 0,3 m à 265,5 m ; 1,29% Cu, 0,78% Zn, 0,13% Pb et 8,7 g/t Ag sur 0,3 m à 267,2 m ;  B-96-13 (435 m au SW) : 0,53% Cu, 0,81% Zn, 311 ppm Pb et 3,3 g/t Ag sur  0,5 m à 232 m. Quelques teneurs indicielles en Cu et anomales en Zn, Au et Ag dans les forages CCLD-22-01 à 03, CCLD-23-07 à 09, et CCLD-23-16 et 17 (GM 73855). La paragenèse des sulfures massifs varie peu d'une zone minéralisée Clinton à l'autre.  Elle e"
24,L0024,Clinton C,1,Zinc,Zn-Cu-Ag,"Zinc, Copper, Silver",Prospect,True,False,,,,no tonnage on record,"Cu 4.6%, Zn 2.1%, Ag 7.20 g/t",,,drill-tested,0.0,,0,,,Prospect (Zn-Cu-Ag). Deposit itself unclaimed.,,-10300_10117,13,325.0,55,0.8,,,45.44349,-70.91244,-10302_10117;-10301_10116;-10301_10117;-10301_10118;-10300_10115;-10300_10116;-10300_10117;-10300_10118;-10300_10119;-10299_10116;-10299_10117;-10299_10118;-10298_10117,https://sigeom.mines.gouv.qc.ca/signet/classes/I1102_afchDetlLien?l=f&entt=I0001_corpsMineralise&noSeqnEntt=1089,"Teneurs : Sondages (GM 11398) : C-1 : 3,7 % Cu sur 3,2 m et 1,1 % Zn sur 1,5 m ; C-2 : 3 % Cu sur 3 m ; C-3 : 4,6 % Cu sur 2,1 m ; C-9 : 2,7 % Cu sur 1,5 m ; C-11 : 1,9 % Cu sur 10,6 m ; C-13 : 2,5 % Cu sur 3 m ; C-16 : 2,14 % Cu sur 3,3 m ; C- 17 : 1,8 % Cu sur 5,4 m ; Sondages (GM 20852) : C-24 : 7,2 g/t Ag sur 1,1 m ; C-26 : 2,14 % Cu sur 3,3 m ; C-27 : 2,7 % Cu et 1% Zn sur 3,1 m ; Sondages (GM 21823) : C-28 : 2,1 % Cu et 1,7 % Zn sur 0,7 m ; C-29 : 1,6 % Cu et 2,1 % Zn sur 2,5 m. La paragenèse des sulfures massifs varie peu d'une zone minéralisée Clinton à l'autre.  Elle est caractérisée par l'association pyrite-chalcopyrite-sphalérite ± galène avec des proportions accessoires de bornite, de pyrrhotite et de tétrahédrite. La pyrite est la phase nettement dominante (65 à 80 % des sulfures). Elle se présente généralement en cristaux idiomorphes à arrondis cimentés par la chalcopyrite, la sphalérite et accessoirement la galène ou la bornite. Pyrrhotite, galène et tétraédrite sont communément en inclusion dans la pyrite ou la chalcopyrite.  La zone minéralisée semble avoir été découverte par sondages en 1961."
25,L0025,46W,1,Gold,Au-Met-Zn-Ag,"Gold, Arsenic, Zinc, Silver",Prospect,True,False,,,,no tonnage on record,"Au 54.90 g/t, Ag 6.40 g/t, As 1%, Zn 0.252%",,,drill-tested,0.0,,0,,,Prospect (Au-Met-Zn-Ag). Deposit itself unclaimed.,,-9751_10753,13,325.0,55,0.7,,,48.29961,-67.12675,-9753_10753;-9752_10752;-9752_10753;-9752_10754;-9751_10751;-9751_10752;-9751_10753;-9751_10754;-9751_10755;-9750_10752;-9750_10753;-9750_10754;-9749_10753,https://sigeom.mines.gouv.qc.ca/signet/classes/I1102_afchDetlLien?l=f&entt=I0001_corpsMineralise&noSeqnEntt=1084,"Teneurs : L'échantillon choisi 63537 (Tranchée T-2015-01), récolté dans une zone fortement hématitisée, a donné 7,04 g/t Au. D'autres échantillons provenant de la tranchée T-2015-01 ont donné (GM 70289) : 2,45 g/t Au (Éch. 63539) ; 1,69 g/t Au (Éch. 63540) ; 4,43 g/t Au (Éch. 63544). Les échantillons en rainures provenant de la tranchée T-2016-2A ont rapporté (GM 70289) : 2,27 g/t Au sur 1,0 m (Éch. 63243) ; 0,96 g/t Au sur 2,0 m (Éch. 63245) ; 0,61 g/t Au sur 2,0 m (Éch. 63247). D'autres échantillons en rainures ont donné (GM 70289) : 6,83 g/t Au sur 0,50 m (Éch. 62814) ; 10,1 g/t Au sur 0,50 m (Éch. 63815) ; 54,9 g/t Au sur 0,50 m (Éch. 63816) ; 3,98 g/t Au sur 0,50 m (Éch. 63817) ; 2,15 g/t Au sur 0,50 m (Éch. 63818). L'échantillon choisi 63241, prélevé dans la tranchée T-2016-2-B, a été concentré à la batée et à la spirale et a rapporté 152 g/t Au (GM 70289). Les échantillons choisis ont rapporté les teneurs suivantes (GM 55995) : 14,0 g/t Au, 2,3 g/t Ag et >1,0 % As (Éch. 7019052) ; 29,87 g/t Au et 6,4 g/t Ag (Éch. 7019063). Les sondages ont rapporté les sections suivantes (GM 55995) : 0,57 g/t Au et 4348 ppm As sur 6,0 m, incluant 1,87 g/t Au sur 1,0 m (Sond. 97-18) ; 1,45 g/t Au et 7140 ppm As sur 1,0 m (Sond. 97-21) ; 5,5 g/t Au, 7039 ppm As, 2,1 g/t Ag et 2523 ppm Zn sur 2,10 m (Sond. 97-47). La minéralisation consiste en disséminations d'arsénopyrite dans des veines de quartz. Lors des travaux de 2016, de l'or visible a été observé en grains de 5 mm, certains étant "
